Employee_ID,Gender,Company_Type,WFH_Setup_Available,Hours_Worked_Per_Week,Overtime_Hours,Tasks_Completed,Stress_Level,Satisfaction_Score,Performance_Score,Absenteeism_Days,Burn_Rate,Burnout_Risk,Productivity_Level
E109100,Female,Product,No,47.4,0,21,3.7,6.2,89.1,4,0.14,Low,Low
E109101,Female,Service,No,42.5,8,57,6.9,2.8,97.7,11,0.5,Medium,Low
E109102,Male,Service,No,39.0,6,62,4.8,7.1,53.8,10,0.14,Low,Medium
E109103,Female,Service,Yes,44.5,4,90,3.0,3.2,85.4,9,0.2,Low,Medium
E109104,Male,Service,No,47.2,8,71,5.8,8.1,59.6,2,0.11,Low,Medium
E109105,Male,Service,Yes,42.5,5,31,1.2,8.8,51.7,1,0.01,Low,Medium
E109106,Male,Service,Yes,45.3,11,39,7.7,5.3,66.7,0,0.36,Medium,Low
E109107,Female,Service,No,54.5,12,21,5.7,1.5,78.7,1,0.48,Medium,Low
E109108,Male,Product,Yes,43.1,0,69,9.5,7.6,80.1,0,0.23,Low,Medium
E109109,Female,Product,Yes,35.6,14,33,1.9,5.2,52.5,5,0.09,Low,Medium
E109110,Female,Service,Yes,49.4,15,95,7.6,1.9,96.4,8,0.62,High,Medium
E109111,Male,Service,Yes,46.6,1,46,3.7,4.0,52.7,2,0.22,Low,Low
E109112,Male,Service,Yes,36.5,8,46,4.4,3.6,60.9,9,0.28,Low,Low
E109113,Male,Service,Yes,47.1,9,40,4.1,7.5,71.6,9,0.1,Low,Medium
E109114,Male,Service,Yes,40.0,19,86,4.2,4.8,97.3,0,0.22,Low,Medium
E109115,Male,Service,Yes,47.2,15,36,4.9,6.3,99.6,5,0.18,Low,Low
E109116,Female,Service,No,54.5,14,69,1.2,5.5,50.0,5,0.05,Low,High
E109117,Other,Service,Yes,44.1,2,71,8.6,7.5,61.2,1,0.22,Low,Medium
E109118,Female,Service,Yes,50.4,1,22,8.9,7.5,75.1,3,0.22,Low,Low
E109119,Female,Product,Yes,38.9,7,60,1.4,5.0,84.7,11,0.07,Low,Medium
E109120,Female,Service,No,37.4,15,19,8.0,2.2,82.8,10,0.62,High,Low
E109121,Male,Service,Yes,55.1,8,26,1.7,4.7,62.6,10,0.09,Low,Low
E109122,Female,Service,Yes,46.5,2,41,8.3,2.4,59.9,11,0.63,High,Low
E109123,Female,Product,No,48.2,16,98,6.5,9.6,50.7,4,0.03,Low,High
E109124,Male,Product,Yes,50.8,12,25,3.8,9.6,92.1,5,0.02,Low,Medium
E109125,Female,Service,No,42.4,15,50,6.5,5.1,68.9,5,0.32,Medium,Low
E109126,Male,Product,Yes,49.1,4,66,5.6,1.2,93.2,1,0.49,Medium,Low
E109127,Female,Service,Yes,48.4,4,16,6.7,4.4,66.2,4,0.38,Medium,Low
E109128,Female,Product,Yes,38.5,2,88,5.3,9.1,87.8,4,0.05,Low,High
E109129,Female,Service,Yes,52.6,12,85,8.0,3.6,53.5,9,0.51,Medium,Medium
E109130,Male,Service,No,51.5,7,26,1.4,6.6,90.6,1,0.05,Low,Medium
E109131,Female,Product,No,38.6,7,69,4.1,2.7,94.6,6,0.3,Low,Medium
E109132,Male,Service,No,46.0,16,94,6.0,8.4,63.2,9,0.1,Low,High
E109133,Male,Product,No,43.8,14,45,6.3,9.0,57.1,1,0.06,Low,Medium
E109134,Female,Service,No,52.1,3,46,2.5,6.5,59.8,0,0.09,Low,Medium
E109135,Female,Product,Yes,37.9,17,78,1.7,6.6,93.4,11,0.06,Low,High
E109136,Female,Service,No,63.0,6,73,1.2,4.4,64.3,5,0.07,Low,Medium
E109137,Male,Service,Yes,44.1,9,39,4.7,7.4,61.6,0,0.12,Low,Medium
E109138,Male,Product,Yes,48.7,0,83,4.0,5.3,98.9,3,0.19,Low,Medium
E109139,Female,Product,Yes,51.9,3,82,6.1,7.7,83.5,3,0.14,Low,Medium
E109140,Male,Product,No,44.0,10,58,5.0,9.7,91.6,5,0.02,Low,Medium
E109141,Male,Product,Yes,44.4,14,57,4.5,8.4,87.4,11,0.07,Low,Medium
E109142,Female,Product,No,42.5,14,29,8.6,5.7,68.7,4,0.37,Medium,Low
E109143,Male,Service,Yes,40.6,2,27,6.6,9.8,93.1,3,0.01,Low,Medium
E109144,Female,Service,No,46.4,18,83,6.8,6.5,79.4,5,0.24,Low,Medium
E109145,Male,Service,No,44.3,19,84,4.4,1.6,82.9,9,0.37,Medium,Medium
E109146,Male,Service,Yes,42.5,13,59,8.0,7.6,66.3,4,0.19,Low,Medium
E109147,Male,Product,No,42.7,2,39,2.4,8.4,99.1,6,0.04,Low,Medium
E109148,Male,Service,Yes,47.9,7,39,4.6,2.2,92.7,4,0.36,Medium,Low
E109149,Male,Product,Yes,41.0,9,24,1.4,7.1,57.4,8,0.04,Low,Medium
E109150,Male,Service,No,43.8,8,76,2.0,9.3,60.2,2,0.01,Low,High
E109151,Male,Product,Yes,49.5,14,26,1.7,3.3,87.4,1,0.11,Low,Low
E109152,Male,Service,Yes,46.2,8,81,5.0,6.3,51.3,0,0.18,Low,Medium
E109153,Male,Service,Yes,39.8,3,43,7.3,3.5,66.8,4,0.47,Medium,Low
E109154,Male,Product,Yes,44.9,11,57,3.8,8.0,76.6,10,0.08,Low,Medium
E109155,Male,Service,Yes,47.2,18,51,1.2,6.2,60.2,11,0.05,Low,Medium
E109156,Female,Service,Yes,49.9,0,83,7.4,4.9,93.7,7,0.38,Medium,Medium
E109157,Female,Service,No,41.2,13,25,2.9,1.3,94.5,8,0.25,Low,Low
E109158,Female,Service,Yes,42.2,9,54,7.5,9.5,97.8,2,0.04,Low,Medium
E109159,Male,Service,Yes,41.5,0,77,1.1,5.5,57.3,6,0.05,Low,High
E109160,Female,Product,No,41.8,3,36,3.8,8.2,54.0,3,0.07,Low,Medium
E109161,Female,Service,No,47.0,9,29,6.6,4.5,77.8,6,0.36,Medium,Low
E109162,Female,Service,No,48.0,2,23,8.8,8.6,89.6,4,0.12,Low,Low
E109163,Male,Service,Yes,50.3,15,84,7.8,2.4,64.6,5,0.59,Medium,Low
E109164,Female,Product,Yes,44.5,17,78,5.0,3.1,62.0,7,0.34,Medium,Medium
E109165,Female,Product,Yes,38.0,11,20,7.5,4.0,75.9,9,0.45,Medium,Low
E109166,Female,Service,Yes,48.3,18,57,5.8,1.8,74.1,9,0.48,Medium,Low
E109167,Male,Service,No,45.8,8,34,8.3,5.0,74.0,8,0.42,Medium,Low
E109168,Male,Service,Yes,45.3,19,57,7.9,5.4,70.3,7,0.36,Medium,Low
E109169,Male,Product,Yes,38.6,4,76,9.8,2.0,86.4,5,0.78,High,Low
E109170,Male,Product,Yes,44.0,4,81,1.9,4.8,80.7,11,0.1,Low,High
E109171,Female,Product,Yes,39.0,7,96,4.1,2.8,74.4,4,0.3,Low,Medium
E109172,Male,Service,Yes,47.4,6,66,2.7,8.9,86.0,3,0.03,Low,High
E109173,Male,Service,No,42.9,18,88,6.7,5.6,63.1,1,0.29,Low,Medium
E109174,Male,Service,Yes,42.4,17,40,7.0,9.6,94.6,7,0.03,Low,Medium
E109175,Male,Service,Yes,37.3,14,45,2.8,4.1,69.2,2,0.17,Low,Medium
E109176,Male,Service,Yes,50.1,0,69,4.8,4.1,66.4,5,0.28,Low,Medium
E109177,Female,Service,Yes,43.7,6,82,6.4,4.0,77.1,0,0.38,Medium,Medium
E109178,Female,Product,Yes,45.4,18,71,6.9,3.4,63.5,4,0.46,Medium,Low
E109179,Male,Service,Yes,41.3,4,38,1.9,8.1,63.4,2,0.04,Low,Medium
E109180,Male,Product,Yes,36.7,7,79,9.3,3.5,53.9,0,0.6,Medium,Low
E109181,Male,Service,No,42.3,4,40,1.3,3.6,82.6,6,0.08,Low,Medium
E109182,Male,Product,Yes,43.1,4,63,9.8,1.4,95.6,7,0.84,High,Low
E109183,Female,Product,Yes,46.5,4,52,3.8,9.7,84.3,9,0.01,Low,Medium
E109184,Female,Product,Yes,43.2,10,50,3.8,9.0,78.4,8,0.04,Low,Medium
E109185,Female,Product,Yes,41.4,6,68,5.0,3.6,85.6,3,0.32,Medium,Medium
E109186,Female,Product,Yes,37.5,1,23,7.3,5.7,98.3,1,0.31,Medium,Low
E109187,Male,Service,Yes,45.2,16,56,2.4,5.3,66.8,7,0.11,Low,Medium
E109188,Female,Service,Yes,41.0,10,96,3.3,1.8,71.5,8,0.27,Low,Medium
E109189,Female,Product,Yes,51.6,19,38,9.7,5.8,64.3,3,0.41,Medium,Low
E109190,Female,Product,Yes,45.8,4,54,8.9,2.0,50.8,5,0.71,High,Low
E109191,Male,Product,Yes,47.8,6,96,2.9,4.9,67.4,11,0.15,Low,High
E109192,Female,Service,Yes,43.8,0,22,6.2,1.8,53.6,4,0.51,Medium,Low
E109193,Female,Service,No,46.0,8,68,2.8,6.3,92.9,8,0.1,Low,Medium
E109194,Female,Product,Yes,40.5,10,25,6.0,1.4,85.8,11,0.52,Medium,Low
E109195,Male,Product,Yes,39.1,11,91,4.3,6.7,65.2,10,0.14,Low,High
E109196,Female,Service,No,45.1,9,70,4.3,7.4,66.4,3,0.11,Low,Medium
E109197,Female,Service,Yes,47.9,19,43,6.7,6.1,78.5,6,0.26,Low,Low
E109198,Female,Service,Yes,35.3,10,56,3.3,5.2,89.9,1,0.16,Low,Medium
E109199,Female,Service,No,42.5,0,20,4.6,1.5,85.9,0,0.39,Medium,Low
E109200,Female,Service,Yes,54.2,19,17,9.3,1.1,51.4,0,0.83,High,Low
E109201,Male,Service,No,47.4,4,88,7.8,4.1,89.3,4,0.46,Medium,Medium
E109202,Female,Product,Yes,52.7,14,79,4.4,7.9,94.1,6,0.09,Low,High
E109203,Male,Service,Yes,41.8,9,26,3.1,6.8,54.5,11,0.1,Low,Medium
E109204,Female,Service,Yes,42.7,11,50,6.9,2.1,88.5,4,0.55,Medium,Low
E109205,Male,Product,Yes,49.8,13,70,8.3,7.2,62.6,3,0.23,Low,Medium
E109206,Male,Product,Yes,48.1,18,66,8.7,6.2,58.7,8,0.33,Medium,Low
E109207,Female,Product,Yes,44.5,9,46,6.1,2.5,77.2,1,0.46,Medium,Low
E109208,Female,Service,Yes,38.7,11,70,5.7,7.8,77.6,1,0.13,Low,Medium
E109209,Female,Product,Yes,50.8,17,25,7.5,8.5,73.5,9,0.11,Low,Low
E109210,Female,Service,Yes,57.6,18,15,2.6,3.1,95.1,0,0.18,Low,Low
E109211,Female,Product,No,37.1,3,20,8.7,6.7,62.1,4,0.29,Low,Low
E109212,Male,Product,No,52.0,18,93,1.7,4.4,80.1,11,0.1,Low,High
E109213,Male,Service,No,42.7,13,88,6.4,1.5,70.5,4,0.54,Medium,Medium
E109214,Male,Service,Yes,43.3,7,38,6.3,8.8,93.7,0,0.08,Low,Medium
E109215,Male,Service,Yes,46.3,3,86,3.8,8.4,56.6,5,0.06,Low,High
E109216,Male,Product,Yes,39.0,15,95,1.3,3.9,54.1,4,0.08,Low,High
E109217,Female,Service,Yes,44.8,11,38,7.5,5.8,99.6,6,0.32,Medium,Low
E109218,Female,Product,Yes,36.9,17,91,1.2,5.6,78.9,10,0.05,Low,High
E109219,Male,Service,Yes,47.4,11,23,2.6,2.6,95.6,11,0.19,Low,Low
E109220,Male,Service,Yes,56.2,17,73,5.9,2.3,70.4,0,0.45,Medium,Low
E109221,Female,Product,Yes,41.8,3,84,9.5,8.6,80.2,2,0.13,Low,Medium
E109222,Male,Product,Yes,44.2,15,37,1.6,8.8,84.7,9,0.02,Low,Medium
E109223,Male,Product,Yes,44.4,17,99,6.2,7.5,99.3,8,0.16,Low,High
E109224,Female,Service,Yes,49.9,18,31,4.0,1.7,55.6,5,0.33,Medium,Low
E109225,Female,Service,Yes,47.0,15,39,7.0,9.2,56.2,1,0.06,Low,Medium
E109226,Male,Service,Yes,49.6,2,52,9.6,9.8,76.2,8,0.02,Low,Medium
E109227,Female,Service,No,42.5,16,17,3.4,8.0,52.8,2,0.07,Low,Medium
E109228,Male,Service,Yes,47.2,2,81,9.6,4.2,86.4,2,0.56,Medium,Low
E109229,Female,Product,No,28.2,12,28,8.8,4.7,99.5,1,0.47,Medium,Low
E109230,Male,Service,Yes,48.3,5,24,6.5,8.8,90.6,4,0.08,Low,Low
E109231,Male,Service,Yes,38.9,18,80,7.8,3.5,63.3,2,0.51,Medium,Low
E109232,Female,Service,Yes,43.4,8,85,8.8,2.3,90.0,5,0.68,High,Low
E109233,Male,Service,No,48.7,18,28,8.2,8.4,81.4,4,0.13,Low,Low
E109234,Female,Product,Yes,37.3,10,95,3.9,2.7,56.0,10,0.28,Low,Medium
E109235,Male,Service,Yes,50.4,2,24,8.3,9.2,78.3,8,0.07,Low,Low
E109236,Male,Service,Yes,44.4,14,63,3.8,6.4,94.8,9,0.14,Low,Medium
E109237,Male,Service,Yes,52.3,15,76,8.8,6.0,64.5,9,0.35,Medium,Medium
E109238,Male,Product,Yes,40.5,2,62,3.3,8.0,83.0,11,0.07,Low,Medium
E109239,Female,Product,Yes,35.9,4,17,6.2,1.1,52.1,2,0.55,Medium,Low
E109240,Male,Product,Yes,44.9,6,61,7.2,7.4,91.7,2,0.19,Low,Medium
E109241,Female,Service,Yes,47.9,8,74,4.8,6.4,60.3,3,0.17,Low,Medium
E109242,Female,Service,No,48.4,0,39,8.0,5.7,80.4,4,0.34,Medium,Low
E109243,Female,Product,Yes,39.3,18,21,9.3,3.0,76.2,9,0.65,High,Low
E109244,Male,Product,Yes,36.9,13,91,2.7,8.5,77.4,7,0.04,Low,High
E109245,Female,Product,No,43.4,14,53,1.3,3.3,62.7,1,0.09,Low,Medium
E109246,Male,Product,Yes,47.6,2,57,6.6,5.4,78.0,9,0.3,Low,Low
E109247,Male,Service,Yes,47.3,3,60,6.4,2.4,80.1,0,0.49,Medium,Low
E109248,Male,Product,Yes,52.9,16,57,4.1,9.8,71.3,6,0.01,Low,High
E109249,Male,Product,Yes,43.1,13,43,8.1,2.8,81.7,7,0.58,Medium,Low
E109250,Male,Product,Yes,35.8,6,97,8.4,8.2,59.6,4,0.15,Low,Medium
E109251,Female,Service,No,51.0,7,80,4.0,3.4,75.6,7,0.26,Low,Medium
E109252,Male,Service,Yes,46.0,15,83,7.1,3.3,85.8,7,0.48,Medium,Medium
E109253,Male,Service,Yes,46.4,15,41,6.8,4.8,68.4,3,0.35,Medium,Low
E109254,Female,Service,No,48.8,13,96,4.1,8.6,70.6,9,0.06,Low,High
E109255,Male,Service,No,51.3,16,17,9.7,7.2,58.2,10,0.27,Low,Low
E109256,Male,Product,Yes,44.9,4,70,4.1,8.8,80.8,2,0.05,Low,High
E109257,Male,Service,No,50.9,8,78,6.6,1.4,56.2,8,0.57,Medium,Low
E109258,Female,Service,Yes,47.8,2,35,4.4,9.6,75.0,3,0.02,Low,Medium
E109259,Male,Service,No,41.7,4,38,1.1,1.7,60.5,5,0.09,Low,Low
E109260,Male,Service,No,43.8,19,34,1.8,7.5,59.7,1,0.04,Low,Medium
E109261,Male,Product,Yes,48.1,17,66,3.1,2.9,54.8,6,0.22,Low,Medium
E109262,Female,Service,Yes,41.5,9,27,8.3,8.6,67.9,11,0.12,Low,Low
E109263,Female,Service,Yes,49.4,0,84,5.0,8.8,93.4,6,0.06,Low,High
E109264,Female,Product,Yes,45.8,16,57,6.3,6.0,80.2,5,0.25,Low,Medium
E109265,Male,Product,Yes,46.9,7,92,9.5,4.6,89.0,11,0.51,Medium,Medium
E109266,Male,Service,No,52.2,19,51,2.3,8.1,55.7,10,0.04,Low,Medium
E109267,Male,Product,Yes,46.8,16,44,8.8,8.9,65.7,0,0.1,Low,Low
E109268,Male,Product,Yes,45.4,17,29,4.4,7.6,69.4,1,0.11,Low,Medium
E109269,Male,Product,No,44.6,4,97,4.0,9.2,93.0,2,0.03,Low,High
E109270,Male,Service,Yes,44.3,6,89,6.6,6.6,83.2,2,0.22,Low,Medium
E109271,Male,Product,Yes,46.6,4,98,9.1,7.0,74.5,5,0.27,Low,Medium
E109272,Female,Service,Yes,51.8,9,39,4.1,6.1,65.0,10,0.16,Low,Medium
E109273,Male,Service,Yes,41.9,5,52,7.9,5.4,88.0,7,0.36,Medium,Low
E109274,Female,Service,Yes,41.6,6,57,1.2,6.9,94.4,2,0.04,Low,High
E109275,Male,Service,No,51.4,2,44,6.6,6.1,76.8,3,0.26,Low,Low
E109276,Male,Product,Yes,42.2,9,54,6.7,7.6,52.2,8,0.16,Low,Medium
E109277,Male,Service,Yes,46.1,5,73,6.0,9.4,63.6,11,0.04,Low,Medium
E109278,Male,Service,Yes,42.0,1,37,9.4,4.4,87.3,7,0.53,Medium,Low
E109279,Male,Service,Yes,36.6,1,58,9.4,4.7,69.4,7,0.5,Medium,Low
E109280,Male,Service,Yes,46.0,5,95,4.1,1.1,81.3,0,0.36,Medium,Medium
E109281,Female,Product,Yes,50.6,17,15,5.1,5.7,76.2,8,0.22,Low,Low
E109282,Female,Service,No,44.7,9,92,8.1,2.2,95.4,6,0.63,High,Low
E109283,Male,Product,Yes,37.6,6,96,8.6,7.4,65.4,9,0.22,Low,Medium
E109284,Female,Product,Yes,45.5,16,55,4.8,8.0,72.3,3,0.1,Low,Medium
E109285,Female,Product,Yes,41.2,3,76,4.1,7.5,53.2,5,0.1,Low,High
E109286,Female,Product,No,31.9,11,74,8.4,5.9,90.2,0,0.34,Medium,Medium
E109287,Female,Service,Yes,44.6,7,94,4.4,5.8,66.3,10,0.18,Low,High
E109288,Male,Product,Yes,47.6,8,24,4.6,6.8,86.1,7,0.15,Low,Low
E109289,Male,Product,Yes,50.9,9,87,2.2,6.0,50.2,8,0.09,Low,High
E109290,Male,Product,Yes,53.8,18,92,5.9,7.8,93.4,8,0.13,Low,High
E109291,Male,Product,Yes,48.3,8,80,3.9,9.1,98.6,11,0.04,Low,High
E109292,Male,Product,No,49.7,3,71,6.3,5.8,73.5,8,0.26,Low,Medium
E109293,Female,Product,No,38.6,15,56,5.0,2.0,74.1,0,0.4,Medium,Low
E109294,Female,Product,Yes,53.1,0,68,7.7,2.2,80.8,9,0.6,Medium,Low
E109295,Female,Service,Yes,51.3,9,99,3.5,4.4,98.8,9,0.2,Low,High
E109296,Female,Service,Yes,43.2,15,56,2.5,5.5,77.9,11,0.11,Low,Medium
E109297,Female,Service,Yes,48.4,4,80,7.3,3.0,53.7,9,0.51,Medium,Low
E109298,Female,Service,Yes,47.9,2,84,4.5,5.1,78.3,8,0.22,Low,Medium
E109299,Male,Product,Yes,52.4,3,25,6.1,2.2,71.0,9,0.48,Medium,Low
E109300,Male,Product,Yes,44.2,9,81,9.5,3.2,88.0,5,0.65,High,Low
E109301,Male,Product,Yes,41.3,1,25,5.4,7.6,65.2,10,0.13,Low,Low
E109302,Female,Product,Yes,42.6,19,18,2.4,9.9,96.2,11,0.0,Low,Medium
E109303,Male,Service,Yes,49.5,5,93,4.8,2.7,90.0,5,0.35,Medium,Medium
E109304,Female,Product,Yes,35.4,13,93,5.3,4.1,66.3,0,0.31,Medium,Medium
E109305,Male,Service,Yes,30.0,4,63,7.9,4.2,67.6,1,0.46,Medium,Low
E109306,Male,Service,Yes,49.5,18,36,2.8,3.0,75.9,10,0.2,Low,Low
E109307,Female,Service,Yes,46.4,19,51,4.1,2.8,55.0,9,0.3,Low,Low
E109308,Male,Product,No,45.1,14,24,1.5,2.2,84.5,7,0.12,Low,Low
E109309,Male,Service,Yes,38.5,16,34,7.3,9.2,80.5,1,0.06,Low,Low
E109310,Male,Product,Yes,36.5,11,87,7.7,6.8,65.9,9,0.25,Low,Medium
E109311,Male,Service,Yes,41.8,12,64,5.1,3.6,81.9,8,0.33,Medium,Medium
E109312,Female,Service,Yes,46.8,19,45,5.8,3.3,54.9,3,0.39,Medium,Low
E109313,Male,Service,Yes,42.1,15,58,7.7,6.3,97.6,10,0.28,Low,Low
E109314,Female,Service,Yes,49.5,14,45,3.4,7.3,53.3,3,0.09,Low,Medium
E109315,Male,Product,Yes,40.2,10,89,6.5,3.3,66.4,11,0.44,Medium,Medium
E109316,Female,Service,Yes,42.4,4,55,9.7,4.1,98.5,4,0.57,Medium,Low
E109317,Male,Product,Yes,48.5,17,18,6.9,3.6,69.9,6,0.44,Medium,Low
E109318,Female,Product,Yes,43.1,12,28,1.7,1.8,94.3,10,0.14,Low,Low
E109319,Female,Product,Yes,43.4,10,60,3.6,4.5,57.5,0,0.2,Low,Medium
E109320,Male,Service,Yes,41.8,9,68,5.7,5.8,53.3,8,0.24,Low,Medium
E109321,Female,Product,No,40.9,14,47,1.7,6.9,55.4,5,0.05,Low,Medium
E109322,Female,Service,Yes,46.8,6,44,7.1,4.8,98.6,4,0.37,Medium,Low
E109323,Male,Service,No,47.4,11,23,6.9,9.9,54.4,4,0.01,Low,Low
E109324,Male,Service,Yes,46.1,17,52,8.9,6.6,82.6,0,0.3,Low,Low
E109325,Female,Product,Yes,41.9,5,96,5.5,9.0,72.0,0,0.05,Low,High
E109326,Female,Service,Yes,44.0,8,57,7.2,9.2,93.0,6,0.06,Low,Medium
E109327,Male,Service,Yes,53.0,15,21,2.6,8.4,64.7,1,0.04,Low,Medium
E109328,Male,Service,No,37.9,7,54,1.0,3.4,51.4,11,0.07,Low,Medium
E109329,Female,Service,Yes,54.4,11,99,2.6,4.9,87.4,3,0.13,Low,High
E109330,Female,Service,Yes,45.5,18,76,1.6,1.0,79.4,7,0.14,Low,Medium
E109331,Female,Product,Yes,44.1,15,69,4.8,5.1,71.7,5,0.24,Low,Medium
E109332,Male,Service,Yes,49.8,3,49,5.2,3.6,66.2,11,0.33,Medium,Low
E109333,Female,Product,Yes,34.7,19,57,6.8,2.0,95.0,3,0.54,Medium,Low
E109334,Male,Product,No,51.9,15,25,2.3,8.5,56.1,6,0.03,Low,Medium
E109335,Male,Product,Yes,54.3,6,16,2.9,7.1,57.1,6,0.08,Low,Low
E109336,Female,Service,Yes,50.4,12,93,8.2,10.0,50.7,0,0.0,Low,High
E109337,Female,Product,Yes,34.5,11,93,6.2,5.5,53.6,0,0.28,Low,Medium
E109338,Male,Service,No,48.8,0,19,1.3,4.0,92.9,4,0.08,Low,Low
E109339,Male,Service,No,53.2,10,54,8.6,3.4,89.7,6,0.57,Medium,Low
E109340,Female,Product,Yes,52.7,16,94,6.7,4.9,55.1,5,0.34,Medium,Medium
E109341,Male,Product,No,38.0,5,60,2.7,3.8,89.0,0,0.17,Low,Medium
E109342,Female,Product,Yes,50.1,1,35,3.3,9.9,82.1,6,0.0,Low,Medium
E109343,Female,Product,Yes,54.0,2,23,6.0,2.6,69.4,0,0.44,Medium,Low
E109344,Male,Service,Yes,45.1,1,85,6.0,1.2,54.2,1,0.53,Medium,Low
E109345,Other,Product,Yes,37.7,17,41,8.2,2.2,80.1,10,0.64,High,Low
E109346,Female,Service,Yes,49.1,12,31,4.2,9.0,92.0,9,0.04,Low,Medium
E109347,Female,Service,Yes,50.3,18,80,5.9,7.2,71.0,10,0.17,Low,Medium
E109348,Female,Product,Yes,44.3,6,40,6.2,8.1,71.2,6,0.12,Low,Medium
E109349,Female,Product,Yes,39.0,15,86,6.0,3.9,91.3,0,0.37,Medium,Medium
E109350,Male,Service,Yes,49.9,15,59,1.7,6.6,60.5,10,0.06,Low,Medium
E109351,Male,Service,No,41.2,9,69,4.7,7.4,58.6,11,0.12,Low,Medium
E109352,Female,Service,Yes,47.0,6,54,4.0,3.9,84.8,4,0.24,Low,Medium
E109353,Male,Service,Yes,52.8,19,30,9.9,7.5,82.8,2,0.25,Low,Low
E109354,Male,Product,Yes,36.7,15,98,5.2,6.7,95.6,3,0.17,Low,High
E109355,Female,Product,No,49.5,9,46,4.9,3.7,66.7,11,0.31,Medium,Low
E109356,Female,Product,Yes,44.0,13,49,5.4,1.5,60.1,7,0.46,Medium,Low
E109357,Male,Product,Yes,44.1,8,78,9.3,3.1,71.4,8,0.64,High,Low
E109358,Female,Service,Yes,47.6,3,78,6.5,6.6,69.2,5,0.22,Low,Medium
E109359,Female,Service,No,41.1,11,29,4.5,6.4,96.9,10,0.16,Low,Low
E109360,Male,Service,Yes,39.1,16,56,9.2,5.6,95.9,10,0.4,Medium,Low
E109361,Female,Product,Yes,36.1,7,64,9.4,3.3,71.4,1,0.63,High,Low
E109362,Male,Product,Yes,51.2,3,46,3.4,5.0,70.6,1,0.17,Low,Medium
E109363,Male,Product,No,43.1,7,44,4.5,2.3,72.2,8,0.35,Medium,Low
E109364,Male,Service,Yes,47.8,8,97,9.7,7.0,86.5,8,0.29,Low,Medium
E109365,Male,Service,Yes,42.6,11,38,5.9,8.8,77.5,9,0.07,Low,Medium
E109366,Male,Product,Yes,39.2,15,80,4.9,5.2,64.4,6,0.24,Low,Medium
E109367,Female,Service,Yes,48.3,7,35,2.8,2.9,88.4,3,0.2,Low,Low
E109368,Female,Product,Yes,46.6,14,56,4.5,8.5,95.2,3,0.07,Low,Medium
E109369,Female,Service,No,43.8,16,94,6.7,3.8,85.9,1,0.42,Medium,Medium
E109370,Female,Service,No,46.5,12,72,1.3,6.3,59.7,9,0.05,Low,High
E109371,Male,Product,Yes,40.2,13,16,1.7,1.7,89.6,5,0.14,Low,Low
E109372,Male,Service,Yes,50.3,14,30,1.0,7.5,99.4,6,0.02,Low,Medium
E109373,Female,Product,Yes,51.5,8,21,3.0,5.1,84.3,6,0.15,Low,Low
E109374,Male,Product,Yes,48.8,11,69,2.6,4.8,62.2,11,0.14,Low,Medium
E109375,Male,Service,Yes,43.1,18,29,8.7,9.4,50.3,5,0.05,Low,Low
E109376,Female,Product,Yes,45.3,8,37,2.7,5.4,69.3,11,0.12,Low,Medium
E109377,Male,Service,Yes,52.8,12,83,7.0,1.2,73.5,5,0.62,High,Low
E109378,Female,Service,Yes,51.4,17,15,2.1,9.6,95.5,11,0.01,Low,Medium
E109379,Male,Product,No,55.0,3,83,6.3,1.1,81.0,4,0.56,Medium,Low
E109380,Male,Service,Yes,41.1,19,27,4.9,5.8,64.1,7,0.21,Low,Low
E109381,Male,Service,No,40.6,0,40,4.7,6.7,84.6,4,0.16,Low,Medium
E109382,Female,Product,No,45.7,19,66,8.7,9.1,54.6,8,0.08,Low,Medium
E109383,Male,Service,No,47.0,2,27,2.5,7.1,60.7,6,0.07,Low,Medium
E109384,Male,Product,Yes,44.3,10,69,6.4,8.3,87.2,1,0.11,Low,Medium
E109385,Female,Product,Yes,43.1,1,43,8.4,7.9,64.9,11,0.18,Low,Low
E109386,Female,Service,Yes,51.3,5,32,7.4,2.9,51.6,10,0.53,Medium,Low
E109387,Male,Service,No,44.5,2,16,9.9,7.3,74.8,2,0.27,Low,Low
E109388,Male,Service,Yes,38.9,9,41,1.0,6.7,82.9,7,0.03,Low,Medium
E109389,Male,Service,No,39.5,8,64,9.0,3.2,89.5,8,0.61,High,Low
E109390,Female,Product,Yes,46.2,13,56,6.5,2.2,65.3,7,0.51,Medium,Low
E109391,Other,Product,Yes,60.0,15,81,1.0,7.8,71.2,1,0.02,Low,High
E109392,Male,Service,Yes,40.1,17,24,5.2,9.7,77.8,9,0.02,Low,Medium
E109393,Female,Product,No,43.4,3,23,7.9,7.6,53.7,4,0.19,Low,Low
E109394,Male,Product,Yes,57.0,17,17,2.6,7.7,59.9,11,0.06,Low,Medium
E109395,Male,Service,Yes,42.6,1,52,7.1,2.5,68.5,8,0.53,Medium,Low
E109396,Male,Product,Yes,47.3,9,89,2.3,3.2,63.4,7,0.16,Low,Medium
E109397,Male,Product,Yes,54.4,11,84,8.2,6.3,73.3,3,0.3,Low,Medium
E109398,Male,Service,Yes,40.2,6,83,6.1,1.3,82.5,11,0.53,Medium,Low
E109399,Male,Service,Yes,43.5,15,44,1.3,7.0,77.0,6,0.04,Low,Medium
E109400,Female,Product,Yes,42.6,16,28,1.8,2.3,88.7,10,0.14,Low,Low
